url,name,price,rating,reviewCount,description,asin,manufacturer
https://www.amazon.in/Inovera-Label-Women-Handbags-Shoulder/dp/B08CMQD4BC/ref=sr_1_23?crid=2M096C61O4MLT&keywords=bags&qid=1658679608&sprefix=ba%2Caps%2C283&sr=8-23,"INOVERA Faux Leather Women Handbags Shoulder Hobo Bag Purse With Long Strap, 32L x 13B x 30H cm","₹1,399",4.2,"4,821","Fashion hobo bag made of soft and durable PU Faux leather (Vegan leather), with anti-scratch and slightly water-resistance; With classic and modern gold hardware, side tassel, add much elegance. A beautiful, modern, and practical bag for women. Large enough for daily essentials, it can fill your mobile phone, iPad, wallet, sunglasses, and other essentials in women's bags and handbags. You can carry the women's bag as a shoulder bag, tote bag, large bag, or crossbody bag on different occasions with the short handle and the long strap. Classic Hobo Style Bag top zip closure, with 2 side zippered pockets and elegant decoration tassel, fashionable and practical for women, perfect for shopping, dating, travel, and business.High-quality Faux leather, reinforced shoulder strap, and improved zipper quality.Faux leather bags are shockproof and wear-resistant.Removable and adjustable long shoulder strap. Read more Structure One Main Compartment One central zippered pocket, one interior zippered pocket, one cell phone pocket, one zippered paper napkin pocket, enough capacity to keep your daily items organized. Material Made of faux leather, durable handle, much more comfortable. Smooth zipper, easy to pull golden hardware, adds much elegance. Adjustable and removable long strap. Bag Size Medium Size: 32 x 13 x 30 (L x W x H) cm. Short handle height: 25cm, This hobo bag comes with a long removable and adjustable shoulder strap, which can be used as a women shoulder bag or hobo cross-body bag. Read more Cosmetic Organizer Bag Cosmetic Organizer Bag Cosmetic Organizer Bag Cosmetic Organizer Bag Cosmetic Organizer Bag Color White Printed Black Printed Black Grey Rose Gold Material PU (Faux Leather) PU (Faux Leather) Oxford Nylon Oxford Nylon Oxford Nylon Size 26L x 23B x 9H cm. 26L x 23B x 9H cm. 26L x 23B x 9H cm. 26L x 23B x 9H cm. 26L x 23B x 9H cm.",B08CMQD4BC,Panda Exim
https://www.amazon.in/Trajectory-Elegant-15-6-Laptop-Office/dp/B09RK6NCGC/ref=sr_1_24?crid=2M096C61O4MLT&keywords=bags&qid=1658679608&sprefix=ba%2Caps%2C283&sr=8-24,Trajectory Elegant Vegan Leather 15.6 Inch Laptop Messenger Office Bag with 10 years warranty and dual compartment with expandable bottom used as shoulder and handbag For Men and Women,"₹1,399",4.2,40,NA,B09RK6NCGC,Trajectory Marketing LLP
https://www.amazon.in/Leatherette-Executive-messenger-multiple-compartments/dp/B099NM8621/ref=sr_1_25?crid=2M096C61O4MLT&keywords=bags&qid=1658679608&smid=AE2F1YGE1DB7K&sprefix=ba%2Caps%2C283&sr=8-25,"ZIPLINE Synthetic Leather Executive SMALL messenger bag for upto 13"" Laptop/Tablet for men women with multiple compartments (1-Tan Bag)",₹827,4.0,213,NA,B099NM8621,"Atulitu Agency, ,251/3364, Tagore Nagar - 1, Vikhroli East, Mumbai - 400083 (9820078070)"
https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B085S444JV/ref=sr_1_26?crid=2M096C61O4MLT&keywords=bags&qid=1658679608&smid=A14CZOWI0VEHLG&sprefix=ba%2Caps%2C283&sr=8-26,"Wesley Milestone Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (Compatible with 15.6 inch Laptop) 30 L, Charcoal Black",₹548,4.3,"6,600","Ergonomic Contoured Shape With a slim, sleek and compact design you will love how this backpack can look small even with a spacious storage! Fits Your Laptop Take your gadgets with you anywhere with this backpack, it has got allotted storage space that fits a laptop of upto 15.6 inches. Strong and Lightweight Designed with great quality materials that are waterproof, tough and durable, it is also lightweight and easy to maintain. Read more Padded Back Straps The back straps are padded to give the user maximum support and it made with anti-sweat fabric, giving you the comfort throughout the day. Spacious Storage Featuring 2 compartments, the main compartment and a front compartment to store smaller objects/pens/thin notebooks etc. It also includes a laptop sleeve with a Velcro strap for safety. Back Support It won’t feel uneasy to carry heavy things for a longer time with this bag as it has a cushioned back support that distributes weight evenly between your shoulders and back. A Bag for any weather Be it those stormy rainy season, scorching heat, or freezing winters, this bag can endure as it is crafted, designed and made with quality and tough materials.",B085S444JV,"‎Wesley, Longani Trading Company, F-82, Sector-1, Bawana Industrial Area, Delhi-110039"
https://www.amazon.in/Bagneeds-Synthetic-Leather-Briefcase-Messenger/dp/B0855F8174/ref=sr_1_29?crid=2M096C61O4MLT&keywords=bags&qid=1658679608&sprefix=ba%2Caps%2C283&sr=8-29,Bagneeds Men's Black Synthetic Leather Briefcase Best Laptop Messenger Bag Satchel for Men,₹699,4.1,"2,238","Read more Classy Vintage Look Made from rich quality Synthetic leather with durable polyester lining, it comes with a removable & adjustable shoulder strap. The bag has a classy distressed Vintage inspired look which never goes out of style. Multi - Functional The laptop padding fits 15.6 inch laptop while the compartments and front and interior pockets helps organize for all your needs making it suitable for a short business trip or a quick weekend getaway. Perfect Gift With a multipurpose use and a classy look, this bag is a great gift idea for Fathers Day ,Mother’s Day,Birthdays , Valentines Day , Festivals, Graduation, or any occasion which calls for a gift . Read more Read more Read more",B0855F8174,Bagneeds
https://www.amazon.in/BennettTM-Shoulder-Messenger-Repellent-Charcoal/dp/B09CV24TMK/ref=sr_1_30?crid=2M096C61O4MLT&keywords=bags&qid=1658679608&smid=A14CZOWI0VEHLG&sprefix=ba%2Caps%2C283&sr=8-30,"Bennett™ Mystic 15.6 inch(39cm) Laptop Shoulder Messenger Sling Office Bag, Water Repellent Fabric for Men and Women (Charcoal Black)",₹499,4.1,"2,527",NA,B09CV24TMK,"‎Texcoco Enterprices, 9958166528, ?Texcoco Enterprices, 9958166528"
https://www.amazon.in/Artistix-Backpack-Anti-Theft-Charging-Resistance/dp/B082PKX18C/ref=sr_1_31?crid=2M096C61O4MLT&keywords=bags&qid=1658679608&smid=A1VUWH3EQIJX98&sprefix=ba%2Caps%2C283&sr=8-31,Artistix Talon Anti-Theft Design Laptop Backpack Bag in Water Resistance With USB Charging Port (46 Cm) (Black),₹939,4.3,"1,616",NA,B082PKX18C,"Durant International. Address : GIDC Lodhika, Rajkot-360021, Gujarat. Customer Care : 9809804990"
https://www.amazon.in/POLESTAR-Navyorg-Casual-bagpack-Backpack/dp/B0844R2GMK/ref=sr_1_32?crid=2M096C61O4MLT&keywords=bags&qid=1658679608&smid=A3HBYWQBT33AGW&sprefix=ba%2Caps%2C283&sr=8-32,"Polestar Space 34 Liters Casual/ Office/ Travel/ School Backpack Bag, made of Polyester, 1 year warranty",₹549,4.0,"4,872",Read more Read more Read more Read more Read more,B0844R2GMK,POLESTAR
https://www.amazon.in/Fur-Jaden-Black-Waterproof-Backpack/dp/B078GLXMDY/ref=sr_1_33?crid=2M096C61O4MLT&keywords=bags&qid=1658679608&smid=AXOGFIT0PZZ7G&sprefix=ba%2Caps%2C283&sr=8-33,Fur Jaden Anti Theft Backpack 15.6 Inch Laptop Bag with USB Charging Port and Water Resistant Fabric,₹799,4.0,"8,904",NA,B078GLXMDY,Fur Jaden
https://www.amazon.in/Lavie-Malgana-Womens-Tote-Black/dp/B07PKHC72N/ref=sr_1_34?crid=2M096C61O4MLT&keywords=bags&qid=1658679608&smid=A1WYWER0W24N8S&sprefix=ba%2Caps%2C283&sr=8-34,Lavie Women's Malnov Tote Bag | Ladies Purse Handbag,₹749,4.2,"1,128",NA,B07PKHC72N,Lavie
https://www.amazon.in/Casual-Backpack-Charging-Laptop-Compartment/dp/B07J46KLFP/ref=sr_1_35?crid=2M096C61O4MLT&keywords=bags&qid=1658679608&smid=AXOGFIT0PZZ7G&sprefix=ba%2Caps%2C283&sr=8-35,"Fur Jaden 15.6 Inch Laptop Backpack 25 LTR Bag for School, College and Office with USB Charging Port",₹449,3.9,"8,654","Fur Jaden, inspired by the generation of young achievers. They aim to craft accessories with thoughtful design, good aesthetics and functionality which could accompany many confident men and women who face their urban adventures with effortless charm, cool confidence, and fearless spirit. Traveling is a challenge, be it in search of an adventure or your daily trips to school/college or office. You need an organized backpack to carry your essentials with ease. Fur Jaden brings to you a versatile multi-purpose backpack that won’t just organize your stuff for you but also lets your charge your phone on the go. Stylish and Versatile Made of durable polyester fabric these bags are apt for those who like to be organized and super stylish. Read more High Durability Made from polyester fabric these backpacks do not wear quickly, they are durable and flexible enough to resist wrinkling and shrinking. The high aesthetic quality of the backpack makes it a truly functional accessory. Multiple Pockets and Compartments Multiple compartments make organizing more fun and easier. Separate pockets to hold a laptop of up to 15inches and also a pocket to hold a tablet, mobile phones, charger and other such essentials. Keep most of your belongings in one bag. Water-Resistant This Fur Jaden backpack is made of water-resistant polymer material. Prevents damage of your belongings inside the bag during rain or sudden splashes. Read more Lightweight and Spacious The backpack is spacious and at the same time very handy. The weight of the backpack by itself is 450 grams and it has a capacity to carry up to 25litres in volume. Making it a breeze to carry around without adding much of a weight to your essentials. USB Charging Port The other essential feature of this backpack is its attached charging dock. Now charge your phone while you’re on the move. Connect your power bank to the docket inside the backpack and use it to charge your phone. Padded Straps Equally distributes the weight on each shoulder with a fitting and stylish shoulder straps. The padded straps prevent any sort of discomfort or pain to the shoulders. Read more",B07J46KLFP,Fur Jaden
https://www.amazon.in/TRUE-HUMAN-Anti-Theft-backpack-combination/dp/B09VCHV6T5/ref=sr_1_36?crid=2M096C61O4MLT&keywords=bags&qid=1658679608&sprefix=ba%2Caps%2C283&sr=8-36,"TRUE HUMAN Emperor ( ZYDEN ) Anti-Theft backpack with combination lock Laptop bag , office bag , college bag",₹675,3.8,240,"TRUE HUMAN Emperor anti - theft backpack ( ZYDEN ) True human ZYDEN backpack Special design not only ensures that you stand out in the crowd but it also serves a purpose. It is built in a way to efficiently organize and protect your belongings . Flaunt this bag with style and low maintenance as this bag is washable. This backpack is also suitable for school or college. Read more Key Features EASE OF ACCESS easy to access pocket for your stuff. cushioned back support The straps are designed to distribute the weight equally on each shoulder preventing any sort of discomfort. Use this back pack for office, college/school or during travels. Inbuilt Locking system Keep your laptop and other belongings safe and dry when they are inside the backpack.It is built in a way to efficiently organize and protect your belongings Multi-purpose The backpack features multiple compartments that you may use for your laptop and other essentials. Read more Secure and Stylish",B09VCHV6T5,NA
https://www.amazon.in/Wesley-Spartan-Hiking-Raincover-Organiser/dp/B098QFF5TJ/ref=sr_1_35?crid=2M096C61O4MLT&keywords=bags&qid=1658679609&sprefix=ba%2Caps%2C283&sr=8-35,Wesley Spartan Unisex Travel Hiking Laptop Bag fits Upto 17.3 inch with Raincover and Internal Organiser Backpack Rucksack College Bag,"₹1,171",4.2,477,NA,B098QFF5TJ,Wesley
https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTDMRY7/ref=sr_1_36?crid=2M096C61O4MLT&keywords=bags&qid=1658679609&sprefix=ba%2Caps%2C283&sr=8-36,"Fur Jaden Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",₹749,4.1,653,NA,B09VTDMRY7,FUR JADEN
https://www.amazon.in/Northzone-Waterproof-College-Business-Backpack/dp/B08FG7L1ZP/ref=sr_1_37?crid=2M096C61O4MLT&keywords=bags&qid=1658679609&sprefix=ba%2Caps%2C283&sr=8-37,Northzone Unisex 15.6 inch 25 L Casual Waterproof Laptop/Travel/Office/School/College/Business Bag/Backpack (Navy blue),₹569,4.1,186,NA,B08FG7L1ZP,NA
https://www.amazon.in/Northzone-Polyester-School-Backpack-Compartment/dp/B08679WRLW/ref=sr_1_38?crid=2M096C61O4MLT&keywords=bags&qid=1658679609&sprefix=ba%2Caps%2C283&sr=8-38,Northzone Laptop Bag/College Bag/School Bag/Office Bag/Waterproof Bag/Travel Bag/Casual Backpack/Trending Backpack (Black1) 40L Backpack,₹664,4.0,"1,003",NA,B08679WRLW,NA
https://www.amazon.in/HEROZ-Hammer-Durable-Travel-Laptop/dp/B07MGDFT9C/ref=sr_1_39?crid=2M096C61O4MLT&keywords=bags&qid=1658679609&sprefix=ba%2Caps%2C283&sr=8-39,HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (All) (Grey & Black),"₹1,399",4.3,"6,662",NA,B07MGDFT9C,"‎Heroz, A-630, Amar puri, Krishna Basti, Ram Tirath nagar. Pahar Ganj. New Deihi. 110055"
https://www.amazon.in/Baggit-Womens-Satchel-Handbag-Grey/dp/B098TKJG1L/ref=sr_1_40?crid=2M096C61O4MLT&keywords=bags&qid=1658679609&smid=A1WYWER0W24N8S&sprefix=ba%2Caps%2C283&sr=8-40,Baggit Women Satchel Handbag (GREY),₹599,4.2,504,NA,B098TKJG1L,Baggit India Pvt Ltd.
https://www.amazon.in/Northzone-Storage-Trending-Backpack-School/dp/B08FMSRJCL/ref=sr_1_41?crid=2M096C61O4MLT&keywords=bags&qid=1658679609&sprefix=ba%2Caps%2C283&sr=8-41,"Northzone Men's and Women's Stylish Lightweight Casual Travel Laptop Bag for School, College, Office (Navy Blue)",₹569,4.3,47,NA,B08FMSRJCL,NA
https://www.amazon.in/Mammon-Womens-stylish-Handbags-LR-bib-blk/dp/B07Z9D3W9D/ref=sr_1_42?crid=2M096C61O4MLT&keywords=bags&qid=1658679609&sprefix=ba%2Caps%2C283&sr=8-42,Mammon Women's stylish Handbags (Black),₹372,3.5,"2,785","Mammon is a Brand which is specialized in providing varied bags, wallet, clutches, simple but utility, classical but fashionable bags, bags, wallet, clutches. Providing material, elaborate craftsmanship and multi purpose design is the most pursuit of Mammon. Every bags, wallet, clutches you will receive has been through hundreds of procedures to ensure its excellent.If you are a bags, wallet, clutches zealot, Mammon bags, wallet, clutches will definitely be your first choice. Care Instructions: Please do not put the bags, wallet, clutches exposed to the sun for a long time.If the bags, wallet, clutches is stained with dust, wipe it with a dry towel or a special leather cleaner.When the bags, wallet, clutches is not used, please wipe it with a dry towel and put it in a dry place. Please do not put in damp places. Notes: Please allow little color difference due to the monitor and light brightness.Please allow 0.1""-0.8"" size error due to manual measurement. And please confirm the size information according to our description instead of the photos.If the bags, wallet, clutches is stained with dust, wipe it with a dry towel or a special leather cleaner. Large Capacity Dimensions: 28cmX12cmX28cmHandle Height- 30 CMNew Design By MammonMade of PUOne Main compartment with top Zip closureGreat for casual or many other occasions such as travel, business, work, gym, beach, etc. Read more It contains two shoulder strap so you can carry it a shoulder bag as well Please allow little size deviation because everyone has their own measurement method. Enough for tablet, 9.7inch ipad, notebook, files, and other daily essentials.The bags for women is made of premium faux leather: it's durable and offers a good hand-feeling, easy to clean with a damp cloth Smooth and durable stitching, gold tone shiny hardware makes this women bags more attractive.Please allow little color difference because of the different screen monitor, please refer to the actual item Read more",B07Z9D3W9D,Retail Studio
https://www.amazon.in/ADISA-BP010-Weight-Casual-Backpack/dp/B07NPW84SS/ref=sr_1_45?crid=2M096C61O4MLT&keywords=bags&qid=1658679609&sprefix=ba%2Caps%2C283&sr=8-45,ADISA 32 Ltrs Water Resistant Casual Travel Bagpack/College Backpack/School Office Bag for Men and Women,₹509,4.0,"3,446","Read more ADISA Casual Backpack Light weight and spacious casual backpack with 3 compartments and 1 front easy-access pocket. The back compartment is fully padded for cushioning. The middle compartment has organizer for pens, visiting cards, etc along with space for carrying papers, files, books, etc. It is spacious enough to keep all your stuff. It has provision for holding bottles on both sides and has adjustable padded shoulder straps for your comfort. The logo of the bag is Reflective so it will glow when light hits it which is a very important safety feature, specially when on road.It is a simple looking backpack with no loud prints or designing which suits the taste of all kinds of users. The design is very practical having large size with plenty of pockets and provisions. No matter how much stuff you have, you will never be short of space. Read more Large Size Wide and Deep Padded Back and Straps Easy on Shoulders Read more Read more",B07NPW84SS,ADISA
https://www.amazon.in/PLAYY-BAGS-Backpack-College-Students/dp/B099N8JRVJ/ref=sr_1_46?crid=2M096C61O4MLT&keywords=bags&qid=1658679609&sprefix=ba%2Caps%2C283&sr=8-46,PLAYY BAGS Large 35 L Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students(Navy Blue),₹549,2.9,43,"A Quality of Backpacks We PLAYY BAGS are sellers and manufacturers of various types of Customized Bags. Our product array comprises Backpacks, Sports Bags, Duffel Bags, Drawstring Bags, etc. These bags accomplish the customer's specifications and requirements. We provide these bags in numerous colors, designs, shapes, shades, patterns, etc. Our bags are known for lightweight, easy carrying, versatile usage, and durable nature. Casual Stylish Backpack This trendy backpack comes with multiple pockets and compartments and is very spacious and can accommodate all your stuff and will still be left with more space. With all features like padded handle, padded laptop compartment, reflector logo, bottle pockets, rain/dust cover etc, there is nothing that this backpack does not offer. Spacious compartments This casual backpack comes with three spacious zippered compartments which can accommodate your notebooks and other essentials with ease. Store your umbrella, notebooks and water bottle in this spacious bag and move around comfortably all day. Padded Back and Shoulder Straps This casual bag has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Bartacks on every pressure point for extra durability. Read more",B099N8JRVJ,NA
https://www.amazon.in/Blue-Tree-Velvet-Nursery-Travelling/dp/B07QX58HGR/ref=sr_1_47?crid=2M096C61O4MLT&keywords=bags&qid=1658679609&smid=AK3TK6366U371&sprefix=ba%2Caps%2C283&sr=8-47,Blue Tree Velvet Kids School/Nursery/Picnic/Carry/Travelling Bag - 2 to 5 Age (_Best_Red_Strawberry),₹262,4.0,155,"Read more HIGH QUALITY MATERIAL The toddler bag is made with non-toxic and non fabric material. Its extremely soft material and the cuddling filling makes your kid fall in love with it. BREATHABLE BACK STRAP The straps of the bag are made with extra soft material and ensures that the bag fits your little one comfortably. The back is made with breathable material that allows air to circulate ROOMY COMPARTMENT The toddler bag has small front pocket and one main compartment. It can easily carry all the belongings of small children such as small books, crayons, pencil box, lunch box and much more. Read more ATTRACTIVE DESIGN The cute backpack has a very eye catchy design, your kid will fall in love withe amazing design and always head-on for school or their first adventure. COMPACT & LIGHTWEIGHT The backpack has a trendy design which is colourful and a great companion for your child wherever they go. It is compact and easy to carry, your kid never want to go away from. GREAT AS A GIFT Gift this cute Minnie bag to your baby and make them feel special. An eye-catching design for your toddler. Read more Read more",B07QX58HGR,‎12 months and up
https://www.amazon.in/Artistix-Expandable-Multifunctional-Charging-Backpack/dp/B09H4VCC42/ref=sr_1_48?crid=2M096C61O4MLT&keywords=bags&qid=1658679609&smid=A1VUWH3EQIJX98&sprefix=ba%2Caps%2C283&sr=8-48,"Artistix Archer Expandable | Multifunctional Laptop Bag with USB Charging | Travel Bag Pack | Anti Theft Backpack for Office, Business (35 Litre, 15.6 Inch)","₹1,870",4.7,54,"Anti-theft Designs We understand that your assets and documents can be of great value. To care for them, it features an anti-theft zippered pocket in the lower back of the backpack. Laptop Space There is always some space for your work or sturdy companion in this backpack. With a special padded compartment, you can always keep it safe. Roomy Compartments Never miss on your assets with this backpack. Making it ideal and a perfect companion with multiple roomy compartments. Read more USB Feature External USB port with built-in charging cable enables convenient charging by connecting your power bank with your electronic devices. Water Proof Structure Don’t worry about those unwanted or uninformed splashes as this backpack is splash-proof and saves your valuables every time. High Quality Material This backpack is made of high-quality water-resistant material in black color. Read more Read more Read more",B09H4VCC42,"Durant International. Address : GIDC Lodhika, Rajkot-360021, Gujarat. Customer Care : 9809804990"
https://www.amazon.in/Unique-Ideas-Multipurpose-Compartment-Pink_Medium/dp/B07HFBRRMP/ref=sr_1_49?crid=2M096C61O4MLT&keywords=bags&qid=1658679609&smid=A1JO8YUAEOMWIP&sprefix=ba%2Caps%2C283&sr=8-49,Unique Ideas New Born Baby Multipurpose Polyester Mother Bag with Holder (Light Pink_Medium),₹553,3.8,17,NA,B07HFBRRMP,‎0 - 5 years
https://www.amazon.in/GOCART-LOGO-Backpack-Briefcase-Convertible/dp/B0822H451W/ref=sr_1_50?crid=2M096C61O4MLT&keywords=bags&qid=1658679609&sprefix=ba%2Caps%2C283&sr=8-50,GOCART WITH G LOGO Laptop Backpack Casual Daypacks Briefcase Convertible Business Travel Rucksack with USB Charging Port Large College School Bookbag Computer Laptop Bag,"₹1,299",4.1,840,"GOCART WITH G LOGO Laptop Backpack with USB Charging Port Water Resistant Travel School Backpack Business Laptop Bag FEATURES : Compact and lightweight travel backpack can be easily placed under the airline seat.Slim laptop backpack with spacious room to keep everything organized and easy to findPadded back and straps make the business backpack comfortable to wear.Separated laptop compartment make it is easy to take out the laptop when going through airport securityPerfect for Daily commuters,student, college students and all types of travelersPerfect gift for lovers, families, friends. USAGES This multifunctional convertible laptop briefcase backpack features a top carry handle, a side carry handle and two hidden adjustable shoulder straps to offer different use The shoulder straps can be put into the hidden back pocket, you can convert it to backpack or work briefcase without a strap for men and teens Perfect forSuitable for a variety of Situations For School-Suitable for all school bookbag, book bags, student backpack, collage backpack, high school backpack, middle school backpack and suitable for boys and girls For Business-Suitable for business backpack, casual backpack, computer backpack, office backpack, notebook backpack, usb backpack, water resistant backpack, laptop backpack For Outdoor-Suitable for hiking backpack, camping backpack, climbing backpack, traveling backpack, cycling backpack or outdoor activities backpack",B0822H451W,GOCART WITH G LOGO
https://www.amazon.in/Safari-45L-21-OB-BLK/dp/B07BZ5VC4H/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1658679609&sprefix=ba%2Caps%2C283&sr=8-51,Safari Seek 45 Ltrs Overnighter Expandable Travel Laptop Backpack,"₹1,989",4.5,"3,808",NA,B07BZ5VC4H,Safari Industries (India) Ltd
https://www.amazon.in/Collection-Backpack-Toddler-Girlfriend-Birthday/dp/B09CTD98LR/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1658679609&sprefix=ba%2Caps%2C283&sr=8-52,Raj Collection Cute Kids Backpack Toddler Bag Plush Animal Cartoon Mini Travel Bag for Baby Girl Boy 1-6 Years (Pink Minnie) or Girlfriend/Birthday Gift/Boy/Girl,₹166,3.2,40,NA,B09CTD98LR,NA
https://www.amazon.in/ZIPLINE-Synthetic-Executive-Briefcase-compartments/dp/B0756WRR9Z/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1658679611&smid=AE2F1YGE1DB7K&sprefix=ba%2Caps%2C283&sr=8-51,Zipline Office Laptop Vegan Leather Executive Formal 15.6 inch Laptop & MacBook Briefcase Messenger/Office/Travel/Business Bag for Men Women with Multiple compartments (Brown),"₹1,268",4.3,788,"Premium Material Construction The messenger bag is made with superior-quality synthetic leather & heavy water-resistant coating to ensure long-term usage. The material comes with a very executive appearance and the handmade series transforms the original natural beauty into every laptop bag. Spacious Compartments With an impressive storage capacity, bags comes with plenty of storage, padded laptop sleeve, simple access, easy to use and carry design. The main compartment with zipper closure can carry a laptop of 15.6” size with a divider to keep your significant articles like wallets, documents, etc. Incredibly Stylish Sturdy enough to stand on its own, this unisex design bag is perfect pick for business executives, casuals, or travelers. The bag comes with an adjustable shoulder strap which can be removed and a carry handle for your choice. The 2 inner slip pockets & 1 back slot is perfect for an iPad mini. Read more Read more Impressive design Enduring construct Statement colors Read more Read more",B0756WRR9Z,Atulitu Agency
https://www.amazon.in/HEROZ-Hammer-Durable-Travel-Laptop/dp/B07MGDFT9C/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1658679611&sprefix=ba%2Caps%2C283&sr=8-52,HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (All) (Grey & Black),"₹1,399",4.3,"6,662",NA,B07MGDFT9C,"‎Heroz, A-630, Amar puri, Krishna Basti, Ram Tirath nagar. Pahar Ganj. New Deihi. 110055"
https://www.amazon.in/Blue-Tree-Velvet-Nursery-Travelling/dp/B07QX58HGR/ref=sr_1_53?crid=2M096C61O4MLT&keywords=bags&qid=1658679611&smid=AK3TK6366U371&sprefix=ba%2Caps%2C283&sr=8-53,Blue Tree Velvet Kids School/Nursery/Picnic/Carry/Travelling Bag - 2 to 5 Age (_Best_Red_Strawberry),₹262,4.0,155,"Read more HIGH QUALITY MATERIAL The toddler bag is made with non-toxic and non fabric material. Its extremely soft material and the cuddling filling makes your kid fall in love with it. BREATHABLE BACK STRAP The straps of the bag are made with extra soft material and ensures that the bag fits your little one comfortably. The back is made with breathable material that allows air to circulate ROOMY COMPARTMENT The toddler bag has small front pocket and one main compartment. It can easily carry all the belongings of small children such as small books, crayons, pencil box, lunch box and much more. Read more ATTRACTIVE DESIGN The cute backpack has a very eye catchy design, your kid will fall in love withe amazing design and always head-on for school or their first adventure. COMPACT & LIGHTWEIGHT The backpack has a trendy design which is colourful and a great companion for your child wherever they go. It is compact and easy to carry, your kid never want to go away from. GREAT AS A GIFT Gift this cute Minnie bag to your baby and make them feel special. An eye-catching design for your toddler. Read more Read more",B07QX58HGR,‎12 months and up
https://www.amazon.in/Isle-Locada-Hidesign-Womens-Purple/dp/B07T97R1H1/ref=sr_1_54?crid=2M096C61O4MLT&keywords=bags&qid=1658679611&smid=A1WYWER0W24N8S&sprefix=ba%2Caps%2C283&sr=8-54,Isle Locada By Hidesign Women's SLING BAG(AUBERGINE/AUBERG),"₹1,549",4.5,225,NA,B07T97R1H1,Isle Locada by Hidesign
https://www.amazon.in/Fargo-Handbag-Women-Girls-Light5pc/dp/B09N3K2ZCP/ref=sr_1_55?crid=2M096C61O4MLT&keywords=bags&qid=1658679611&smid=A2J0EVES3HXP0T&sprefix=ba%2Caps%2C283&sr=8-55,Fargo Handbag For Women And Girls COMBO SET OF 5 (Light5pc),₹474,3.1,"1,472",NA,B09N3K2ZCP,Retail Grapple
https://www.amazon.in/Unique-Ideas-Multipurpose-Compartment-Pink_Medium/dp/B07HFBRRMP/ref=sr_1_56?crid=2M096C61O4MLT&keywords=bags&qid=1658679611&smid=A1JO8YUAEOMWIP&sprefix=ba%2Caps%2C283&sr=8-56,Unique Ideas New Born Baby Multipurpose Polyester Mother Bag with Holder (Light Pink_Medium),₹553,3.8,17,NA,B07HFBRRMP,‎0 - 5 years
https://www.amazon.in/Amazon-Brand-Autumn-Winter20-womens-Handbag/dp/B08H89HSRV/ref=sr_1_57?crid=2M096C61O4MLT&keywords=bags&qid=1658679611&smid=A1WYWER0W24N8S&sprefix=ba%2Caps%2C283&sr=8-57,Amazon Brand - Eden & Ivy Autumn-Winter'20 womens Amazon Brand - Eden & Ivy Handbag (Black),₹599,4.2,891,NA,B08H89HSRV,Amazon Brand - Eden & Ivy
https://www.amazon.in/Safari-45L-21-OB-BLK/dp/B07BZ5VC4H/ref=sr_1_58?crid=2M096C61O4MLT&keywords=bags&qid=1658679611&sprefix=ba%2Caps%2C283&sr=8-58,Safari Seek 45 Ltrs Overnighter Expandable Travel Laptop Backpack,"₹1,989",4.5,"3,808",NA,B07BZ5VC4H,Safari Industries (India) Ltd
